Timestamp,Gender,Age,Race,Occupation,Do you agree that skincare is important?,Have you ever used any skin care products?,Skin Conditions,Preferred Type of Ingredients,How do you choose your products?,Do you use samples before buying skincare products?,How often do you buy skincare products?,How willing are you to try different skin care products?,Where do you purchase your skin care products?,Average monthly spending on skincare products,The list of ingredients on a product is hard to understand.,I want to gain knowledge of skincare regime in easy and understandable way.,Do you think that technology can improve your skincare routine?,Have you heard about AI (Artificial Intelligence)?,Do you want to have a skin scanning app that can customize skincare regime?,How excited  would you be to use the skin scanning application?,State
3/28/2022 3:34,Female,>35,Bajau,Student,Yes,Yes,Brown Spots,Natural,Product,Yes,Sometimes,Willing,Pharmacy,RM 50 - RM 99,Agree,Yes,Yes,Yes,No,Moderately Excited,Selangor
6/25/2022 13:10,Female,25-29,Sabahan,Manager,No,Yes,Combination Skin,Natural,Salesperson,No,Never,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
9/10/2022 16:41,Male,25-29,Indian,Doctor,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Sometimes,Not Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Negeri Sembilan
6/28/2022 19:23,Female,30-35,Sabahan,Own,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Often,Willing,Mall,RM 100 - RM 149,Agree,No,Yes,Yes,Yes,Very Excited,W.P. Putrajaya
10/19/2022 16:03,Female,30-35,Sabahan,Doctor,No,Yes,Uneven Skin Tone,Hypoallergenic,Relatives,No,Never,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,No,Yes,Extremely Excited,Terengganu
5/28/2022 20:54,Female,>35,Chinese,Own,Yes,No,Brown Spots,Noncomedogenic,Observation,No,Yes,Willing,Online,RM 20 - RM 49,Neutral,Yes,Yes,No,Yes,Extremely Excited,Terengganu
11/12/2022 7:09,Male,20-24,Chinese,Manager,Yes,No,Uneven Skin Tone,Noncomedogenic,Salesperson,Yes,Yes,Willing,Online,RM 20 - RM 49,Neutral,No,Yes,Yes,Yes,Moderately Excited,Perlis
5/25/2022 19:12,Female,20-24,Chinese,Teacher,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Never,Willing,Mall,> RM 300,Strongly Agree,Yes,Yes,No,Yes,Extremely Excited,W.P. Labuan
4/3/2022 21:48,Male,30-35,Chinese,Engineer,Yes,Yes,Combination Skin,Hypoallergenic,Relatives,Yes,Never,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,No,Yes,No,Extremely Excited,Selangor
7/6/2022 21:37,Female,20-24,Chinese,Manager,Yes,No,Oily Skin,Noncomedogenic,Relatives,Yes,Often,Not Willing,Online,RM 150 - RM 199,Disagree,Yes,Yes,No,Yes,Very Excited,W.P. Labuan
3/27/2022 3:41,Female,30-35,Indian,Student,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Very often,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Kedah
5/18/2022 4:35,Female,25-29,Indian,Teacher,Yes,No,Uneven Skin Tone,Oil-free,Brand,Yes,Often,Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Pahang
6/27/2022 15:18,Female,25-29,Sabahan,Manager,No,Yes,Oily Skin,Hypoallergenic,Relatives,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,No,No,Extremely Excited,W.P. Labuan
10/4/2022 3:52,Female,20-24,Indian,Student,Yes,Yes,Combination Skin,Oil-free,Relatives,No,Yes,Willing,Mall,RM 100 - RM 149,Neutral,Yes,No,Yes,Yes,Slightly Excited,Sabah
4/29/2022 5:31,Female,20-24,Indian,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Never,Willing,Online,RM 200 - RM 300,Agree,Yes,No,No,No,Extremely Excited,Selangor
9/11/2022 22:01,Female,30-35,Chinese,Engineer,Yes,Yes,Brown Spots,Natural,Dermatologist,No,Never,Willing,Online,< RM 20,Neutral,Yes,No,Yes,No,Extremely Excited,Terengganu
4/15/2022 14:55,Female,>35,Chinese,Own,Yes,Yes,Oily Skin,Alcohol-free,Relatives,Yes,Rarely,Willing,Online,RM 100 - RM 149,Disagree,No,No,Yes,Yes,Very Excited,W.P. Putrajaya
10/27/2022 11:12,Female,25-29,Sabahan,Engineer,Yes,Yes,Sensitive Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 50 - RM 99,Neutral,No,Yes,Yes,Yes,Slightly Excited,Johor
9/4/2022 8:46,Female,>35,Chinese,Student,Yes,Yes,Combination Skin,Natural,Brand,Yes,Rarely,Not Willing,Mall,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Very Excited,Sarawak
9/1/2022 16:04,Female,14-19,Chinese,Student,Yes,No,Combination Skin,Alcohol-free,Brand,Yes,Very often,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Johor
7/9/2022 12:47,Male,25-29,Chinese,Engineer,No,Yes,Combination Skin,Natural,Relatives,Yes,Very often,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,W.P. Putrajaya
3/28/2022 4:02,Female,20-24,Chinese,Engineer,Yes,No,Combination Skin,Natural,Brand,No,Yes,Willing,Online,RM 20 - RM 49,Agree,Yes,No,Yes,Yes,Moderately Excited,Johor
6/21/2022 10:56,Female,25-29,Chinese,Student,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Not Willing,Specialized Beauty Shops,> RM 300,Strongly Agree,Yes,Yes,No,Yes,Very Excited,Perak
6/30/2022 2:52,Male,25-29,Chinese,Manager,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Sometimes,Not Willing,Mall,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Very Excited,Johor
11/29/2022 9:43,Male,25-29,Chinese,Architect,Yes,Yes,Combination Skin,Natural,Pricing,Yes,Yes,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,No,Moderately Excited,Sabah
8/29/2022 11:45,Female,20-24,Chinese,Doctor,Yes,Yes,Combination Skin,Noncomedogenic,Pricing,Yes,Rarely,Not Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Moderately Excited,Johor
5/31/2022 23:30,Female,25-29,Chinese,Student,Yes,Yes,Combination Skin,Natural,Brand,Yes,Yes,Not Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Kelantan
11/17/2022 9:32,Female,30-35,Chinese,Designer,No,Yes,Combination Skin,Natural,Brand,Yes,Never,Willing,Mall,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
8/7/2022 12:23,Female,30-35,Chinese,Doctor,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Sometimes,Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
6/27/2022 22:55,Female,>35,Chinese,Manager,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Yes,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,No,Yes,Yes,Extremely Excited,Terengganu
11/20/2022 5:51,Female,30-35,Chinese,Student,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Very often,Willing,Mall,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
10/21/2022 8:48,Female,>35,Chinese,Teacher,Yes,Yes,Normal Skin,Natural,Relatives,Yes,Rarely,Willing,Online,RM 150 - RM 199,Disagree,Yes,No,Yes,No,Moderately Excited,Selangor
9/3/2022 7:32,Female,14-19,Chinese,Consultant,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Rarely,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Kedah
4/1/2022 19:45,Female,20-24,Chinese,Teacher,No,Yes,Uneven Skin Tone,Natural,Observation,Yes,Sometimes,Not Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,Yes,No,Yes,Extremely Excited,W.P. Labuan
6/14/2022 4:47,Female,30-35,Chinese,Engineer,Yes,No,Combination Skin,Natural,Brand,No,Sometimes,Not Willing,Specialized Beauty Shops,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
4/19/2022 23:48,Female,30-35,Chinese,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Product ,No,Sometimes,Willing,Specialized Beauty Shops,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Perlis
4/29/2022 9:49,Male,20-24,Chinese,Student,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,> RM 300,Disagree,Yes,No,Yes,No,Slightly Excited,Negeri Sembilan
5/6/2022 20:07,Female,30-35,Chinese,Teacher,Yes,Yes,Natural Skin,Oil-free,Salesperson,Yes,Never,Willing,Online,> RM 300,Disagree,Yes,No,Yes,Yes,Very Excited,Melaka
11/3/2022 14:04,Female,20-24,Chinese,Student,Yes,Yes,Oily Skin,Antioxidant,Relatives,No,Often,Willing,Mall,RM 150 - RM 199,Disagree,No,Yes,Yes,No,Very Excited,Negeri Sembilan
5/7/2022 22:27,Female,30-35,Chinese,Own,Yes,Yes,Pigmentation,Oil-free,Product,Yes,Never,Willing,Mall,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Extremely Excited,Melaka
6/6/2022 17:12,Female,30-35,Chinese,Student,Yes,Yes,Pigmentation,Oil-free,Brand,Yes,Often,Willing,Online,RM 150 - RM 199,Neutral,Yes,No,Yes,Yes,Moderately Excited,Perak
10/7/2022 6:56,Female,25-29,Chinese,Student,No,No,Oily Skin,Alcohol-free,Brand,Yes,Never,Willing,Mall,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Terengganu
9/3/2022 0:29,Female,25-29,Chinese,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Very often,Willing,Mall,RM 50 - RM 99,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,W.P. Labuan
7/12/2022 12:35,Female,30-35,Chinese,Consultant,Yes,Yes,Dry,Natural,Observation,Yes,Yes,Not Willing,Pharmacy,RM 50 - RM 99,Disagree,Yes,No,Yes,Yes,Moderately Excited,Perlis
10/10/2022 6:16,Female,25-29,Chinese,Manager,Yes,Yes,Combination Skin,Natural,Salesperson,No,Never,Not Willing,Online,RM 100 - RM 149,Strongly Disagree,No,No,Yes,Yes,Slightly Excited,Kelantan
6/21/2022 20:11,Female,>35,Chinese,Teacher,Yes,Yes,Uneven Skin Tone,Natural,Brand,No,Yes,Willing,Mall,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Perak
9/25/2022 7:45,Female,30-35,Chinese,Doctor,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,No,Sometimes,Not Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Melaka
3/30/2022 15:49,Female,30-35,Chinese,Doctor,No,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Very often,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Johor
4/23/2022 3:44,Female,25-29,Chinese,Designer,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Negeri Sembilan
8/29/2022 9:24,Female,14-19,Chinese,Engineer,Yes,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Never,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Moderately Excited,Negeri Sembilan
7/21/2022 10:15,Female,25-29,Chinese,Manager,Yes,Yes,Redness,Natural,Brand,No,Yes,Willing,Online,< RM 20,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,W.P. Putrajaya
4/28/2022 13:45,Female,30-35,Chinese,Architect,No,Yes,Uneven Skin Tone,Natural,Brand,Yes,Never,Willing,Mall,RM 50 - RM 99,Strongly Agree,Yes,No,No,Yes,Very Excited,Kedah
8/15/2022 18:14,Female,25-29,Chinese,Manager,Yes,Yes,Oily Skin,Oil-free,Brand,No,Sometimes,Willing,Online,RM 50 - RM 99,Agree,Yes,No,Yes,Yes,Extremely Excited,Johor
10/15/2022 8:09,Female,20-24,Iban,Consultant,No,No,Combination Skin,Oil-free,Product ,Yes,Never,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Johor
4/16/2022 4:21,Female,>35,Iban,Consultant,Yes,Yes,Combination Skin,Natural,Brand,No,Sometimes,Willing,Mall,RM 100 - RM 149,Agree,Yes,No,Yes,Yes,Moderately Excited,W.P. Labuan
9/24/2022 12:26,Female,30-35,Iban,Doctor,Yes,Yes,Brown Spots,Antioxidant,Brand,Yes,Very often,Willing,Mall,RM 100 - RM 149,Disagree,No,Yes,Yes,Yes,Very Excited,Pahang
5/9/2022 2:28,Female,25-29,Iban,Consultant,Yes,Yes,Combination Skin,Natural,Brand,Yes,Often,Not Willing,Online,RM 100 - RM 149,Agree,Yes,No,Yes,Yes,Extremely Excited,W.P. Kuala Lumpur
5/14/2022 20:58,Female,25-29,Iban,Engineer,Yes,Yes,Dry,Antioxidant,Product ,Yes,Often,Willing,Specialized Beauty Shops,RM 100 - RM 149,Disagree,Yes,Yes,No,Yes,Extremely Excited,Johor
7/23/2022 4:19,Female,20-24,Iban,Teacher,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 20 - RM 49,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Selangor
8/12/2022 2:13,Female,>35,Iban,Student,Yes,No,Combination Skin,Alcohol-free,Brand,No,Often,Willing,Online,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Pahang
5/4/2022 17:07,Female,>35,Iban,Manager,Yes,Yes,Oily Skin,Alcohol-free,Brand,Yes,Sometimes,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
3/29/2022 10:10,Female,25-29,Iban,Doctor,Yes,No,Combination Skin,Hypoallergenic,Relatives,Yes,Never,Willing,Mall,RM 100 - RM 149,Strongly Disagree,No,Yes,No,Yes,Very Excited,Pahang
3/22/2022 12:43,Female,>35,Iban,Designer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,No,Sometimes,Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Terengganu
11/3/2022 22:29,Female,25-29,Iban,Manager,Yes,Yes,Brown Spots,Hypoallergenic,Brand,Yes,Yes,Not Willing,Mall,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
11/2/2022 15:05,Female,30-35,Iban,Student,Yes,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Very often,Not Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Kelantan
7/23/2022 15:44,Male,>35,Iban,Doctor,Yes,Yes,Sensitive Skin,Alcohol-free,Brand,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,No,Yes,Yes,Yes,Very Excited,Negeri Sembilan
10/3/2022 12:18,Female,14-19,Iban,Manager,Yes,Yes,Brown Spots,Alcohol-free,Brand,Yes,Never,Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Sarawak
6/13/2022 19:13,Female,30-35,Iban,Manager,Yes,Yes,Pigmentation,Antioxidant,Relatives,Yes,Yes,Willing,Online,RM 50 - RM 99,Disagree,Yes,No,Yes,Yes,Moderately Excited,Sabah
5/10/2022 12:36,Female,25-29,Indian,Student,Yes,Yes,Combination Skin,Oil-free,Pricing,Yes,Very often,Willing,Mall,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Melaka
6/27/2022 0:44,Female,25-29,Indian,Architect,Yes,Yes,Oily Skin,Natural,Relatives,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Very Excited,Johor
6/4/2022 4:47,Male,20-24,Indian,Teacher,Yes,Yes,Combination Skin,Natural,Dermatologist,No,Yes,Willing,Mall,RM 100 - RM 149,Disagree,Yes,No,Yes,Yes,Very Excited,Selangor
5/14/2022 14:30,Female,30-35,Indian,Student,Yes,Yes,Oily Skin,Antioxidant,Brand,No,Often,Not Willing,Mall,RM 20 - RM 49,Strongly Agree,Yes,Yes,No,Yes,Very Excited,Sarawak
4/24/2022 22:03,Male,25-29,Indian,Consultant,No,Yes,Dry,Oil-free,Relatives,Yes,Sometimes,Not Willing,Specialized Beauty Shops,> RM 300,Neutral,No,Yes,Yes,Yes,Extremely Excited,Selangor
11/9/2022 8:32,Female,25-29,Indian,Engineer,Yes,No,Uneven Skin Tone,Alcohol-free,Salesperson,No,Sometimes,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
10/29/2022 4:12,Female,20-24,Indian,Manager,Yes,Yes,Oily Skin,Alcohol-free,Observation,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Kelantan
4/16/2022 22:10,Female,25-29,Indian,Designer,Yes,Yes,Uneven Skin Tone,Low pH,Dermatologist,No,Sometimes,Willing,Mall,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Slightly Excited,Negeri Sembilan
9/25/2022 20:10,Female,30-35,Indian,Teacher,Yes,No,Combination Skin,Natural,Relatives,No,Never,Willing,Online,RM 100 - RM 149,Strongly Agree,No,Yes,Yes,Yes,Extremely Excited,Kelantan
5/30/2022 18:07,Female,30-35,Indian,Student,No,Yes,Combination Skin,Low pH,Brand,Yes,Sometimes,Not Willing,Mall,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
4/23/2022 18:19,Female,20-24,Indian,Student,Yes,Yes,Uneven Skin Tone,Oil-free,Product,Yes,Very often,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,Yes,No,No,Very Excited,Negeri Sembilan
11/9/2022 3:44,Male,30-35,Indian,Designer,No,No,Combination Skin,Antioxidant,Dermatologist,Yes,Sometimes,Willing,Online,< RM 20,Disagree,No,Yes,No,Yes,Extremely Excited,Kedah
9/29/2022 10:19,Male,25-29,Indian,Architect,Yes,Yes,Oily Skin,Hypoallergenic,Brand,No,Yes,Not Willing,Mall,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Kuala Lumpur
4/17/2022 22:05,Female,30-35,Indian,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Rarely,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Perlis
5/20/2022 15:02,Female,25-29,Indian,Teacher,Yes,No,Combination Skin,Alcohol-free,Brand,Yes,Never,Willing,Mall,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Not At All Excited,Negeri Sembilan
6/11/2022 23:33,Female,>35,Indian,Teacher,Yes,Yes,Oily Skin,Natural,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Sabah
4/5/2022 16:37,Male,>35,Indian,Doctor,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,No,Rarely,Not Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,No,Yes,Moderately Excited,Perlis
7/24/2022 11:14,Female,25-29,Indian,Manager,Yes,No,Combination Skin,Noncomedogenic,Dermatologist,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Johor
5/3/2022 3:46,Female,14-19,Indian,Manager,Yes,Yes,Combination Skin,Oil-free,Brand,No,Very often,Willing,Online,RM 20 - RM 49,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Sabah
11/17/2022 10:20,Female,30-35,Indian,Own,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Sometimes,Willing,Online,> RM 300,Agree,Yes,No,Yes,Yes,Very Excited,Johor
7/28/2022 8:48,Female,20-24,Indian,Manager,Yes,Yes,Uneven Skin Tone,Oil-free,Brand,No,Often,Not Willing,Online,RM 150 - RM 199,Strongly Disagree,No,Yes,Yes,Yes,Moderately Excited,Melaka
11/26/2022 12:46,Male,25-29,Indian,Student,No,Yes,Oily Skin,Natural,Dermatologist,No,Very often,Willing,Pharmacy,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Putrajaya
11/2/2022 18:11,Male,20-24,Indian,Consultant,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Rarely,Willing,Mall,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Slightly Excited,Pahang
8/1/2022 20:01,Male,20-24,Indian,Student,Yes,No,Pigmentation,Hypoallergenic,Observation,Yes,Very often,Not Willing,Mall,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Not At All Excited,Sabah
11/12/2022 8:48,Male,20-24,Indian,Doctor,Yes,Yes,Oily Skin,Hypoallergenic,Brand,No,Yes,Willing,Mall,RM 100 - RM 149,Agree,No,No,Yes,Yes,Moderately Excited,Melaka
10/25/2022 22:47,Female,25-29,Indian,Engineer,Yes,Yes,Combination Skin,Natural,Brand,Yes,Very often,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Selangor
10/29/2022 0:04,Female,30-35,Indian,Designer,Yes,Yes,Oily Skin,Antioxidant,Relatives,Yes,Rarely,Willing,Online,RM 150 - RM 199,Strongly Agree,No,Yes,Yes,Yes,Very Excited,Terengganu
8/29/2022 0:27,Female,30-35,Indian,Engineer,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,Yes,Sometimes,Willing,Online,< RM 20,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Selangor
7/11/2022 12:01,Female,14-19,Indian,Student,No,Yes,Uneven Skin Tone,Alcohol-free,Brand,Yes,Yes,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Pulau Pinang
3/23/2022 9:49,Female,20-24,Indian,Own,Yes,No,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Yes,Not Willing,Online,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Melaka
9/26/2022 16:07,Female,20-24,Javanese,Architect,Yes,Yes,Oily Skin,Antioxidant,Pricing,Yes,Yes,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,No,Extremely Excited,Sarawak
6/29/2022 4:44,Female,30-35,Javanese,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,No,Extremely Excited,W.P. Labuan
10/19/2022 13:44,Female,30-35,Javanese,Own,Yes,Yes,Combination Skin,Natural,Brand,Yes,Sometimes,Not Willing,Pharmacy,RM 100 - RM 149,Neutral,Yes,No,Yes,Yes,Very Excited,Perak
7/8/2022 5:44,Male,>35,Javanese,Manager,Yes,Yes,Oily Skin,Hypoallergenic,Brand,Yes,Sometimes,Willing,Pharmacy,RM 20 - RM 49,Agree,Yes,No,Yes,No,Not At All Excited,Pahang
6/20/2022 22:45,Female,25-29,Javanese,Designer,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Not Willing,Online,> RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Sabah
9/17/2022 14:21,Female,14-19,Javanese,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Product ,No,Sometimes,Willing,Online,> RM 300,Agree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
5/11/2022 13:04,Female,30-35,Javanese,Architect,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Not Willing,Mall,RM 150 - RM 199,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
4/25/2022 10:04,Female,25-29,Javanese,Student,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Very often,Willing,Online,RM 150 - RM 199,Neutral,Yes,No,Yes,Yes,Moderately Excited,Johor
6/12/2022 4:43,Female,30-35,Javanese,Teacher,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,No,Moderately Excited,Negeri Sembilan
9/23/2022 18:02,Female,14-19,Javanese,Student,Yes,No,Combination Skin,Hypoallergenic,Relatives,Yes,Never,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Johor
11/28/2022 15:16,Female,25-29,Javanese,Designer,Yes,Yes,Combination Skin,Natural,Pricing,Yes,Rarely,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Selangor
7/28/2022 3:48,Female,30-35,Javanese,Manager,Yes,Yes,Uneven Skin Tone,Natural,Product ,Yes,Sometimes,Willing,Specialized Beauty Shops,RM 50 - RM 99,Neutral,Yes,No,Yes,Yes,Very Excited,Johor
9/22/2022 11:29,Female,14-19,Javanese,Teacher,Yes,Yes,Pigmentation,Low pH,Brand,Yes,Never,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Terengganu
11/1/2022 10:01,Female,25-29,Javanese,Architect,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Very often,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Selangor
5/31/2022 16:16,Male,25-29,Javanese,Engineer,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Very often,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Slightly Excited,Terengganu
11/1/2022 13:21,Female,>35,Malay,Doctor,Yes,Yes,Pigmentation,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Sarawak
7/7/2022 3:41,Female,25-29,Malay,Designer,Yes,Yes,Brown Spots,Alcohol-free,Dermatologist,Yes,Very often,Willing,Mall,RM 100 - RM 149,Disagree,Yes,No,Yes,Yes,Moderately Excited,Kelantan
8/28/2022 10:55,Female,14-19,Malay,Manager,Yes,No,Oily Skin,Alcohol-free,Relatives,No,Sometimes,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Pahang
9/14/2022 13:59,Female,30-35,Malay,Student,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Yes,Willing,Online,RM 20 - RM 49,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Perlis
11/6/2022 7:28,Female,20-24,Malay,Teacher,Yes,Yes,Brown Spots,Natural,Pricing,No,Never,Willing,Online,RM 20 - RM 49,Agree,Yes,Yes,Yes,No,Extremely Excited,Kedah
6/19/2022 3:51,Female,30-35,Malay,Teacher,Yes,Yes,Oily Skin,Oil-free,Relatives,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Strongly Agree,No,Yes,Yes,No,Very Excited,W.P. Labuan
8/30/2022 4:23,Female,20-24,Malay,Student,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Very often,Willing,Mall,> RM 300,Strongly Disagree,No,Yes,Yes,Yes,Extremely Excited,Terengganu
